gene,cell_line,lineage,chronos_score,is_essential,data_source,license
SLC35G1,ACH-00624,OTHER,-0.1842,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00625,BREAST,-0.3515,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00626,HEMA,-0.0835,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00627,CRC,-0.056,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00628,PANC,-0.1836,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00629,HEMA,-0.1393,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00630,OTHER,0.0828,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00631,HEMA,-0.2036,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00632,CRC,-0.3216,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00633,BREAST,-0.0931,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00634,CRC,-0.3499,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00635,CRC,-0.2116,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00636,BRAIN,-0.2698,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00637,BRAIN,-0.2853,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00638,HEMA,-0.2175,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00639,OTHER,-0.045,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00640,BRAIN,-0.0141,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00641,HEMA,-0.0411,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00642,CRC,-0.1295,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00643,LUNG,-0.2187,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00644,SKIN,-0.5337,1,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00645,OTHER,-0.1249,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00646,CRC,-0.5219,1,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00647,PANC,-0.4685,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00648,BRAIN,-0.2043,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00649,CRC,-0.1403,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00650,BREAST,-0.2477,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00651,OTHER,0.0503,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00652,BRAIN,-0.1107,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00653,LUNG,-0.2174,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00654,OTHER,0.0279,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00655,BREAST,0.0548,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00656,OTHER,-0.1031,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00657,LUNG,-0.2963,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00658,SKIN,-0.2625,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00659,BREAST,-0.397,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00660,LUNG,-0.1864,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00661,OTHER,-0.3375,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00662,LUNG,-0.2294,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00663,CRC,-0.1409,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00664,BREAST,-0.4776,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00665,BRAIN,-0.3696,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00666,HEMA,-0.256,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00667,OTHER,-0.1879,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00668,LUNG,-0.2541,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00669,BREAST,-0.2206,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00670,CRC,-0.2859,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00671,SKIN,-0.3974,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00672,OTHER,-0.2602,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00673,BRAIN,-0.212,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00674,SKIN,-0.2266,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00675,BREAST,-0.1632,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00676,OTHER,-0.1172,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00677,PANC,-0.0777,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00678,CRC,-0.275,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00679,BREAST,-0.4164,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00680,CRC,0.0107,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00681,LUNG,-0.1222,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00682,CRC,-0.3232,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00683,BREAST,-0.1383,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00684,SKIN,-0.0198,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00685,BREAST,0.0794,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00686,BREAST,-0.1424,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00687,OTHER,-0.021,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00688,HEMA,-0.3614,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00689,PANC,-0.1854,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00690,LUNG,-0.2303,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00691,OTHER,-0.1286,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00692,LUNG,0.0617,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00693,BREAST,-0.1425,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00694,OTHER,-0.3207,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00695,PANC,-0.3695,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00696,BRAIN,0.0669,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00697,SKIN,-0.1029,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00698,SKIN,-0.1128,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00699,LUNG,-0.2316,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00700,LUNG,-0.1398,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00701,BREAST,-0.328,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00702,CRC,-0.1219,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00703,OTHER,-0.3562,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00704,LUNG,-0.2339,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00705,SKIN,-0.2764,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00706,HEMA,-0.6686,1,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00707,HEMA,-0.232,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00708,BREAST,-0.3148,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00709,PANC,-0.2116,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00710,OTHER,-0.1797,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00711,BRAIN,0.0852,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00712,HEMA,-0.1343,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00713,OTHER,-0.1299,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00714,HEMA,-0.1057,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00715,LUNG,-0.0492,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00716,SKIN,-0.1119,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00717,CRC,-0.1377,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00718,SKIN,-0.0733,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00719,OTHER,-0.544,1,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00720,PANC,0.1334,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00721,BREAST,0.0585,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00722,CRC,-0.1474,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00723,OTHER,-0.392,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00724,CRC,0.0016,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00725,CRC,-0.2841,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00726,LUNG,-0.0999,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00727,CRC,-0.3724,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00728,BREAST,0.154,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00729,PANC,-0.3963,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00730,LUNG,-0.1697,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00731,CRC,-0.4983,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00732,CRC,-0.1862,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00733,BREAST,-0.2438,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00734,CRC,-0.0094,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00735,BRAIN,-0.2438,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00736,LUNG,-0.0092,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00737,LUNG,-0.3336,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00738,BREAST,-0.2223,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00739,BREAST,-0.2193,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00740,CRC,-0.1057,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00741,CRC,-0.1247,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00742,OTHER,-0.0717,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00743,CRC,-0.14,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00744,PANC,-0.0808,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00745,PANC,-0.3147,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00746,BREAST,-0.1217,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00747,BREAST,0.0612,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00748,HEMA,-0.432,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00749,OTHER,-0.1066,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00750,LUNG,-0.0785,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00751,BREAST,0.0392,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00752,LUNG,-0.0711,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00753,PANC,-0.165,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00754,BRAIN,-0.1155,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00755,LUNG,-0.2903,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00756,BREAST,-0.2382,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00757,OTHER,-0.3804,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00758,CRC,0.0431,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00759,PANC,-0.1125,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00760,BRAIN,-0.3174,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00761,CRC,-0.1393,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00762,CRC,-0.0061,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00763,CRC,-0.0311,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00764,OTHER,-0.3191,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00765,CRC,-0.6501,1,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00766,LUNG,-0.1207,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00767,CRC,-0.313,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00768,CRC,-0.0867,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00769,SKIN,-0.0375,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00770,LUNG,-0.013,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00771,SKIN,0.0817,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00772,SKIN,0.0055,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00773,OTHER,0.0824,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00774,CRC,0.0269,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00775,OTHER,0.0399,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00776,SKIN,-0.1861,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00777,CRC,-0.3734,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00778,HEMA,0.1923,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00779,OTHER,-0.1706,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00780,LUNG,0.0043,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00781,OTHER,-0.2625,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00782,BREAST,-0.0354,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00783,SKIN,-0.5467,1,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00784,OTHER,-0.2416,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00785,BREAST,-0.1948,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00786,HEMA,-0.1106,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00787,LUNG,-0.0192,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00788,HEMA,-0.3441,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00789,SKIN,-0.081,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00790,LUNG,0.004,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00791,BREAST,0.1719,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00792,LUNG,-0.074,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00793,CRC,-0.2489,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00794,CRC,-0.3708,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00795,BREAST,0.0944,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00796,CRC,-0.0694,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00797,CRC,-0.1833,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00798,BRAIN,-0.423,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00799,BRAIN,-0.3197,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00800,BRAIN,-0.0853,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00801,LUNG,-0.1269,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00802,OTHER,-0.4719,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00803,SKIN,-0.0851,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00804,CRC,-0.4153,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00805,CRC,0.0231,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00806,BRAIN,-0.1487,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00807,CRC,-0.2495,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00808,PANC,-0.0315,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00809,OTHER,-0.127,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00810,CRC,0.0187,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00811,CRC,-0.1679,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00812,OTHER,-0.1592,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00813,SKIN,-0.2228,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00814,CRC,-0.1406,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00815,OTHER,0.0747,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00816,OTHER,-0.2554,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00817,PANC,-0.0828,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00818,SKIN,-0.3121,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00819,LUNG,-0.49,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00820,CRC,-0.1489,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00821,SKIN,-0.1244,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00822,LUNG,-0.1965,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00823,BRAIN,-0.4044,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00824,HEMA,-0.1344,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00825,CRC,-0.1401,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00826,SKIN,-0.3133,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00827,LUNG,-0.383,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00828,OTHER,-0.2179,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00829,LUNG,-0.0821,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00830,SKIN,-0.1175,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00831,PANC,-0.3121,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00832,BREAST,-0.1595,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00833,BRAIN,-0.0469,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00834,BRAIN,-0.3559,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00835,SKIN,-0.1705,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00836,HEMA,0.0209,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00837,OTHER,-0.3712,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00838,BREAST,-0.0067,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00839,PANC,0.0629,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00840,CRC,-0.2133,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00841,HEMA,-0.2315,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00842,PANC,-0.025,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00843,BREAST,-0.2079,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00844,CRC,-0.533,1,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00845,OTHER,-0.1948,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00846,BREAST,-0.1094,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00847,BRAIN,-0.069,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00848,CRC,-0.3121,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00849,OTHER,-0.2205,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00850,CRC,-0.0335,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00851,LUNG,-0.189,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00852,OTHER,-0.4093,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00853,OTHER,0.0056,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00854,LUNG,-0.2121,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00855,PANC,-0.0163,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00856,BRAIN,-0.3893,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00857,OTHER,-0.1981,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00858,BREAST,-0.1035,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00859,PANC,-0.1931,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00860,BRAIN,-0.3575,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00861,BRAIN,-0.538,1,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00862,HEMA,0.0485,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00863,SKIN,-0.1428,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00864,CRC,-0.005,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00865,OTHER,-0.0407,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00866,OTHER,-0.0905,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00867,HEMA,-0.2282,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00868,CRC,-0.1065,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00869,LUNG,0.0349,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00870,BRAIN,-0.1675,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00871,CRC,0.1053,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00872,OTHER,-0.4049,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00873,BREAST,-0.421,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00874,BRAIN,-0.0318,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00875,OTHER,-0.3028,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00876,BREAST,0.1265,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00877,LUNG,0.0206,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00878,SKIN,0.0581,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00879,SKIN,-0.0473,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00880,BREAST,-0.3182,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00881,SKIN,-0.4289,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00882,OTHER,0.0443,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00883,PANC,-0.4049,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00884,LUNG,0.0577,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00885,BREAST,-0.0796,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00886,BREAST,-0.1914,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00887,CRC,-0.1137,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00888,CRC,-0.1102,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00889,BRAIN,-0.2104,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00890,BREAST,0.0339,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00891,OTHER,0.0287,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00892,LUNG,-0.1567,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00893,CRC,-0.27,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00894,HEMA,0.0159,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00895,OTHER,-0.4834,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00896,LUNG,-0.1134,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00897,LUNG,-0.0691,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00898,LUNG,-0.3043,0,DepMap_26Q1_simulation,CC_BY_4.0
SLC35G1,ACH-00899,PANC,-0.0339,0,DepMap_26Q1_simulation,CC_BY_4.0
