gene,cell_line,lineage,demeter2_score,is_essential,data_source,license
MYC,ACH-sh0007,LUNG,-0.7273,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0008,BREAST,-0.6117,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0009,BREAST,-0.7027,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0010,OTHER,-0.6321,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0011,OTHER,-0.789,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0012,LUNG,-0.9023,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0013,LUNG,-0.5836,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0014,BREAST,-0.895,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0015,CRC,-0.5929,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0016,LUNG,-0.81,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0017,OTHER,-0.7065,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0018,HEMA,-0.8904,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0019,PANC,-0.9038,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0020,PANC,-0.727,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0021,OTHER,-0.6928,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0022,SKIN,-0.9343,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0023,OTHER,-0.7568,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0024,OTHER,-0.8464,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0025,CRC,-1.0592,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0026,CRC,-0.8123,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0027,HEMA,-0.7404,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0028,CRC,-0.6649,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0029,BREAST,-0.83,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0030,LUNG,-0.8083,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0031,PANC,-0.5843,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0032,CRC,-0.469,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0033,BREAST,-0.9332,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0034,PANC,-0.6204,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0035,CRC,-0.6793,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0036,BREAST,-0.5819,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0037,PANC,-0.7761,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0038,LUNG,-0.6391,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0039,BREAST,-0.7606,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0040,BREAST,-0.7147,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0041,CRC,-0.7,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0042,SKIN,-0.6996,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0043,CRC,-0.7614,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0044,SKIN,-0.8689,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0045,CRC,-0.59,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0046,PANC,-0.5328,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0047,OTHER,-0.86,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0048,LUNG,-0.8693,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0049,CRC,-0.4564,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0050,BREAST,-0.8693,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0051,BREAST,-0.6721,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0052,SKIN,-0.875,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0053,CRC,-0.51,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0054,CRC,-0.6602,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0055,OTHER,-0.8731,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0056,BREAST,-0.525,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0057,SKIN,-0.4896,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0058,HEMA,-0.6744,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0059,HEMA,-0.5499,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0060,OTHER,-0.7031,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0061,BREAST,-0.7674,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0062,LUNG,-0.8046,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0063,CRC,-0.7437,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0064,BREAST,-0.4244,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0065,SKIN,-0.7102,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0066,SKIN,-0.4208,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0067,OTHER,-1.0593,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0068,HEMA,-0.7538,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0069,PANC,-1.0715,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0070,CRC,-0.8484,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0071,PANC,-0.525,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0072,OTHER,-0.6561,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0073,OTHER,-0.6891,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0074,BRAIN,-0.6816,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0075,SKIN,-0.7742,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0076,HEMA,-0.8469,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0077,BRAIN,-0.5186,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0078,SKIN,-0.6812,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0079,BREAST,-0.9194,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0080,BREAST,-0.8232,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0081,PANC,-0.8297,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0082,OTHER,-0.6058,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0083,SKIN,-0.628,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0084,HEMA,-0.6694,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0085,PANC,-0.7246,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0086,PANC,-0.806,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0087,BRAIN,-0.8093,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0088,BRAIN,-0.7274,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0089,LUNG,-0.6482,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0090,OTHER,-0.7149,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0091,LUNG,-0.6913,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0092,SKIN,-0.7891,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0093,BREAST,-0.6391,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0094,LUNG,-0.6003,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0095,OTHER,-0.8928,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0096,BRAIN,-0.629,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0097,LUNG,-0.6071,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0098,BRAIN,-0.9547,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0099,HEMA,-0.9208,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0100,BREAST,-0.6087,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0101,OTHER,-0.6635,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0102,OTHER,-0.6037,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0103,LUNG,-0.6519,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0104,BRAIN,-0.7893,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0105,LUNG,-0.7832,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0106,LUNG,-0.8774,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0107,HEMA,-0.6846,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0108,OTHER,-0.7229,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0109,PANC,-0.5236,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0110,LUNG,-0.8806,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0111,LUNG,-0.6308,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0112,BREAST,-0.5575,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0113,SKIN,-0.7656,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0114,OTHER,-0.7498,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0115,BRAIN,-0.814,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0116,OTHER,-0.8175,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0117,HEMA,-0.6743,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0118,BREAST,-1.0545,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0119,OTHER,-0.9402,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0120,SKIN,-0.4236,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0121,BREAST,-0.8196,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0122,BRAIN,-0.8115,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0123,HEMA,-0.8368,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0124,SKIN,-0.5525,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0125,PANC,-0.7398,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0126,OTHER,-0.5673,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0127,PANC,-0.5502,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0128,PANC,-0.9915,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0129,OTHER,-0.6904,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0130,OTHER,-0.7524,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0131,SKIN,-0.8131,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0132,BREAST,-0.678,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0133,CRC,-0.7098,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0134,CRC,-0.6327,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0135,LUNG,-0.9716,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0136,CRC,-0.6621,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0137,OTHER,-0.5956,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0138,LUNG,-0.7025,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0139,CRC,-0.8331,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0140,PANC,-0.6922,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0141,SKIN,-0.6194,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0142,CRC,-0.5239,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0143,CRC,-0.8287,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0144,OTHER,-0.7206,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0145,SKIN,-0.7318,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0146,OTHER,-0.767,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0147,LUNG,-0.764,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0148,HEMA,-0.6254,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0149,CRC,-0.4592,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0150,SKIN,-0.787,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0151,HEMA,-0.6911,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0152,CRC,-0.7061,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0153,CRC,-0.7331,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0154,SKIN,-0.9492,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0155,PANC,-0.8503,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0156,PANC,-0.7241,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0157,BRAIN,-0.6102,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0158,OTHER,-0.601,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0159,SKIN,-0.7653,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0160,HEMA,-0.4171,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0161,OTHER,-0.7801,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0162,OTHER,-0.5939,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0163,BREAST,-0.8155,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0164,LUNG,-0.7023,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0165,OTHER,-0.7795,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0166,BREAST,-0.5995,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0167,HEMA,-0.6438,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0168,LUNG,-0.7487,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0169,CRC,-0.5222,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0170,BREAST,-0.6344,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0171,BREAST,-0.6958,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0172,CRC,-0.4978,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0173,OTHER,-0.7444,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0174,BREAST,-0.4612,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0175,CRC,-0.8553,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0176,LUNG,-0.6801,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0177,CRC,-0.5525,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0178,SKIN,-0.8542,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0179,HEMA,-0.546,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0180,BRAIN,-0.9345,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0181,BREAST,-0.633,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0182,HEMA,-0.6218,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0183,BREAST,-0.6326,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0184,CRC,-0.7202,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0185,BREAST,-0.6942,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0186,CRC,-0.7287,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0187,CRC,-0.92,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0188,CRC,-0.6342,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0189,LUNG,-0.6301,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0190,BREAST,-0.701,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0191,SKIN,-0.7646,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0192,OTHER,-0.5679,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0193,SKIN,-0.5883,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0194,OTHER,-0.454,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0195,OTHER,-0.7665,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0196,PANC,-0.9026,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0197,CRC,-0.7846,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0198,CRC,-0.7073,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0199,OTHER,-0.642,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0200,SKIN,-0.7695,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0201,PANC,-0.7135,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0202,BRAIN,-0.5434,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0203,CRC,-0.8002,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0204,OTHER,-0.7073,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0205,BRAIN,-0.6029,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0206,PANC,-0.6012,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0207,BRAIN,-0.6634,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0208,SKIN,-0.7803,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0209,BREAST,-0.5761,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0210,PANC,-0.7413,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0211,CRC,-0.8652,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0212,SKIN,-0.7046,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0213,OTHER,-0.9308,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0214,BREAST,-0.4799,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0215,CRC,-0.6911,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0216,SKIN,-0.3638,0,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0217,BREAST,-0.7999,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0218,CRC,-0.9153,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0219,PANC,-0.7387,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0220,CRC,-0.6348,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0221,HEMA,-0.5493,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0222,PANC,-0.7482,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0223,HEMA,-0.7649,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0224,CRC,-0.5852,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0225,CRC,-0.8002,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0226,OTHER,-0.6794,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0227,BREAST,-0.7599,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0228,HEMA,-0.6174,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0229,CRC,-0.6235,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0230,LUNG,-0.6365,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0231,OTHER,-0.7246,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0232,CRC,-0.9772,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0233,PANC,-0.6661,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0234,LUNG,-0.6848,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0235,LUNG,-0.5658,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0236,CRC,-0.5921,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0237,BRAIN,-0.6855,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0238,CRC,-0.6836,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0239,BREAST,-0.5125,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0240,PANC,-0.6089,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0241,OTHER,-0.6947,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0242,OTHER,-0.5997,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0243,PANC,-0.6982,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0244,HEMA,-0.7193,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0245,BREAST,-0.6214,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0246,CRC,-0.6634,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0247,LUNG,-0.4591,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0248,CRC,-0.8255,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0249,BREAST,-0.8951,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0250,PANC,-0.5694,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0251,BREAST,-0.7545,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0252,PANC,-0.7045,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0253,PANC,-0.725,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0254,LUNG,-0.6976,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0255,OTHER,-0.8871,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0256,BREAST,-0.7466,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0257,LUNG,-0.689,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0258,PANC,-0.6537,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0259,SKIN,-0.6712,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0260,SKIN,-0.6394,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0261,BRAIN,-0.6292,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0262,BREAST,-0.8802,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0263,CRC,-0.5336,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0264,OTHER,-0.9656,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0265,SKIN,-0.6451,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0266,CRC,-0.8421,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0267,LUNG,-0.7323,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0268,BREAST,-0.8502,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0269,SKIN,-0.633,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0270,OTHER,-0.8451,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0271,LUNG,-0.7742,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0272,BRAIN,-0.6107,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0273,OTHER,-0.8972,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0274,BREAST,-0.6308,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0275,BRAIN,-0.7454,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0276,CRC,-0.7643,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0277,BREAST,-0.8493,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0278,LUNG,-0.5767,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0279,BREAST,-0.5657,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0280,LUNG,-0.6385,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0281,HEMA,-0.9255,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0282,SKIN,-0.6725,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0283,HEMA,-0.7542,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0284,BREAST,-0.783,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0285,BREAST,-0.5737,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0286,BREAST,-0.7822,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0287,LUNG,-0.7013,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0288,BRAIN,-0.6932,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0289,OTHER,-0.7265,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0290,LUNG,-0.5044,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0291,CRC,-0.6897,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0292,CRC,-0.5379,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0293,CRC,-0.9968,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0294,PANC,-0.8579,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0295,HEMA,-0.7728,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0296,BREAST,-0.5777,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0297,BREAST,-0.6546,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0298,OTHER,-0.6386,1,Project_Achilles_simulation,CC_BY_4.0
MYC,ACH-sh0299,OTHER,-0.5581,1,Project_Achilles_simulation,CC_BY_4.0
